Feature,Value,Model,test_subjects
upperarm_acc_perc75,0.022231658656366123,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_min,0.021402481987191354,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_mad,0.02093806174633794,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_med,0.020898308557823587,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_min,0.020757300092817947,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_std,0.020370264622892695,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_std,0.020254512550276098,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_std,0.02023144049641479,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_max,0.0199954800302872,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_mad,0.019450011013616448,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_med,0.019401153013220238,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_rms,0.019286216075798387,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_med,0.018735883946362095,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_perc75,0.018711156182693395,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_med,0.018537059465681675,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_mean,0.01831302009164028,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_perc25,0.018247174175001074,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_rms,0.01821999652019061,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_perc25,0.017701542741983364,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_max,0.0176069872132164,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_perc75,0.017243409456609824,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_std,0.017229221915165092,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_perc75,0.017158694435947943,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_mad,0.016588105988420372,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_max,0.016371341239181107,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_perc25,0.016094361791821575,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,0.01592671528569338,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.015897198080981622,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_length,0.01567324573716835,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.015527018868908397,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_med,0.015516230991821065,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_min,0.014332193303550934,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_std,0.014310143227660029,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_rms,0.01416466798570861,ExtraTreesClassifier,"(2, 3, 9)"
trunk_jerk_med,0.014128087518962055,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_acc_max,0.01322829972267337,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_mad,0.013103208020266939,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.013031191222898766,ExtraTreesClassifier,"(2, 3, 9)"
wrist_acc_min,0.012383656947415335,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_mean,0.012195667651893841,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_perc25,0.0119130377935611,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.011330977624602253,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_perc75,0.011308185085000201,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_min,0.011293311114705619,ExtraTreesClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.009760861370103293,ExtraTreesClassifier,"(2, 3, 9)"
trunk_acc_mad,0.00798910914916428,ExtraTreesClassifier,"(2, 3, 9)"
wrist_jerk_std,0.041642869237537974,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_max,0.038698023792187536,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_rms,0.036609485700747825,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_mad,0.03493801424074987,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_min,0.034016157125959456,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_max,0.03090359961934738,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_med,0.02937291332849368,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_mean,0.02677425638142353,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_perc25,0.026711994096702062,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_rms,0.026240657578517915,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_std,0.02621351343967614,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_min,0.025882293373490625,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_rms,0.02195375802632714,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_rms,0.021817489812428387,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_min,0.02100962770719562,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_mean,0.020128789449537377,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_mad,0.019367133765446253,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_std,0.018678056012117215,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_max,0.01831202088663714,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_max,0.01829935324038375,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.01813782049572438,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_max,0.01802488436344611,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_med,0.017820379700623844,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_perc75,0.0168790985296509,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_std,0.016048742626778207,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_perc75,0.01533376372957217,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_rms,0.014991893438495649,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_med,0.014600260138055939,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_std,0.014549944072106186,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.013958434220361794,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_perc25,0.013812335245825142,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_length,0.013579929017563296,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_min,0.013486918962813382,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_perc75,0.013408379537133282,RandomForestClassifier,"(2, 3, 9)"
wrist_acc_mad,0.01336703914345521,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_mean,0.013110817534146444,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_perc25,0.013085423400448666,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_mad,0.01305923036533991,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_med,0.012910027457663403,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_med,0.012814364574194775,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_perc75,0.012768290844260203,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_max,0.012652977763301751,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.012647157536710687,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_mean,0.012632695821613558,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_perc75,0.01260104271042246,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,0.012215661962303257,RandomForestClassifier,"(2, 3, 9)"
upperarm_acc_min,0.012174698944756283,RandomForestClassifier,"(2, 3, 9)"
trunk_acc_perc25,0.01200087675102117,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.011153490053991848,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_mad,0.010838624279849392,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_std,0.01083557935216493,RandomForestClassifier,"(2, 3, 9)"
wrist_jerk_med,0.010405036825986575,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.009079714072712497,RandomForestClassifier,"(2, 3, 9)"
trunk_jerk_rms,0.00903777450520169,RandomForestClassifier,"(2, 3, 9)"
upperarm_jerk_mad,0.008406685207398162,RandomForestClassifier,"(2, 3, 9)"
error,0.0,LinearDiscriminantAnalysis,"(2, 3, 9)"
wrist_acc_max,0.09212261626854537,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_perc25,0.06877752068181628,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_mad,0.0637967107697375,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_med,0.05806527735550625,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_rms,0.051299410863076135,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_std,0.051214302988857624,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_mad,0.0451368694437539,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_max,0.04080263955763822,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_perc25,0.03869497616013976,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_max,0.03767514511434568,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_std,0.03743124607225044,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_mean,0.033776408462014115,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_rms,0.032442211190661686,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_min,0.03022091012671058,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_mean,0.028730360357145532,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_min,0.024403059165644704,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_med,0.022699997787159493,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_std,0.019531165679073585,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_rms,0.018759257772186632,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.018748084031309734,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_rms,0.016452845014242972,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_mad,0.014476354382867183,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_min,0.014450108200119265,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_rms,0.012002832700838415,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_perc75,0.0113284864715923,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_med,0.010486999277148905,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_med,0.010368111710931441,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_min,0.01033958184409924,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_mad,0.009598666649971542,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_std,0.008218215051237997,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_length,0.007195018130975584,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_perc25,0.006917539897922132,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_mad,0.006750684484996695,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_mad,0.006244207095327323,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_min,0.0058595926469324575,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,0.004869118123536044,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.004146479785324962,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_mean,0.003990882256226813,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_rms,0.003916581739877767,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_max,0.003629101786876931,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_acc_max,0.0028408817284320065,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_perc75,0.0023260160673000663,GradientBoostingClassifier,"(2, 3, 9)"
trunk_acc_perc75,0.0022969361449434755,GradientBoostingClassifier,"(2, 3, 9)"
wrist_acc_std,0.0022029349153624526,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_std,0.0016522443991793603,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_max,0.0009859336319355135,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.0009438974801547584,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.00044125993177473565,GradientBoostingClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.00027438863295610466,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_perc75,9.988991518900525e-05,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_perc75,8.57946806701724e-05,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_mean,7.902622581624869e-05,GradientBoostingClassifier,"(2, 3, 9)"
trunk_jerk_med,7.795505864614734e-05,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_med,6.926250576815124e-05,GradientBoostingClassifier,"(2, 3, 9)"
wrist_jerk_perc25,5.4001583252607974e-05,GradientBoostingClassifier,"(2, 3, 9)"
error,0.0,RidgeClassifier,"(2, 3, 9)"
trunk_jerk_max,17.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_max,16.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_perc75,16.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_mad,16.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_min,13.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_mean,13.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_rms,13.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_max,13.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_rms,12.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_max,11.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_mean,11.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_min,10.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_min,9.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_rms,8.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_perc25,8.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_std,7.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_mad,7.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_mad,6.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_med,6.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_perc25,5.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_std,5.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_perc25,5.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_rms,5.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_mad,5.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_std,5.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_rms,4.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_min,4.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_med,4.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_max,2.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_perc75,2.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,2.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_perc75,2.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_rms,2.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_std,2.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_std,2.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_mean,2.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_mad,1.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_std,1.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_max,1.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_med,1.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_perc25,1.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_min,0.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_perc75,0.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_med,0.0,LGBMClassifier,"(2, 3, 9)"
trunk_acc_med,0.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.0,LGBMClassifier,"(2, 3, 9)"
trunk_jerk_med,0.0,LGBMClassifier,"(2, 3, 9)"
wrist_jerk_mean,0.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_mad,0.0,LGBMClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.0,LGBMClassifier,"(2, 3, 9)"
wrist_acc_length,0.0,LGBMClassifier,"(2, 3, 9)"
upperarm_acc_mad,0.08,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_mad,0.06,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_min,0.06,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_max,0.06,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_rms,0.06,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_min,0.06,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_max,0.04,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_min,0.04,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_perc25,0.04,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_mean,0.04,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_rms,0.04,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_perc75,0.04,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_max,0.04,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_max,0.04,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_perc75,0.04,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_mad,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_std,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_mean,0.02,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_perc25,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_std,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_max,0.02,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_mad,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_med,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_perc25,0.02,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_length,0.02,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,0.02,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_std,0.02,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_med,0.02,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_std,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_max,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_rms,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_acc_perc75,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 9)"
upperarm_acc_min,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_med,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_std,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_min,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_perc75,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_perc25,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_mean,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_std,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_rms,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_rms,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 9)"
trunk_acc_mad,0.0,AdaBoostClassifier,"(2, 3, 9)"
wrist_jerk_rms,0.0,AdaBoostClassifier,"(2, 3, 9)"
error,0.0,QuadraticDiscriminantAnalysis,"(2, 3, 9)"
error,0.0,LogisticRegression,"(2, 3, 9)"
error,0.0,GaussianNB,"(2, 3, 9)"
trunk_acc_std,0.13980806683292646,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_max,0.1330284101316933,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_min,0.0924197395502722,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_perc25,0.0831298331298331,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_mad,0.08236477525270632,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_std,0.079662343470483,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_med,0.07660233550805459,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_perc25,0.06656231365533692,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_max,0.06609024050884515,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_rms,0.0578289604452395,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_med,0.048151460942158636,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_perc25,0.04602713178294574,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_perc25,0.028324388789505068,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_rms,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_max,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_perc25,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_max,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_mad,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_mad,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_std,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_min,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_max,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_acc_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_length,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_std,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_med,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_std,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_max,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_min,0.0,DecisionTreeClassifier,"(2, 3, 9)"
trunk_acc_med,0.0,DecisionTreeClassifier,"(2, 3, 9)"
wrist_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 9)"
upperarm_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 9)"
error,0.0,DummyClassifier,"(2, 3, 9)"
error,0.0,SGDClassifier,"(2, 3, 9)"
error,0.0,KNeighborsClassifier,"(2, 3, 9)"
error,0.0,RidgeClassifier,"(2, 3, 12)"
error,0.0,LinearDiscriminantAnalysis,"(2, 3, 12)"
error,0.0,LogisticRegression,"(2, 3, 12)"
upperarm_acc_perc75,0.02767666094742116,ExtraTreesClassifier,"(2, 3, 12)"
wrist_acc_min,0.02536107336106513,ExtraTreesClassifier,"(2, 3, 12)"
wrist_jerk_std,0.024507399397747605,ExtraTreesClassifier,"(2, 3, 12)"
wrist_acc_mean,0.02416317209956697,ExtraTreesClassifier,"(2, 3, 12)"
upperarm_acc_min,0.023736765311436158,ExtraTreesClassifier,"(2, 3, 12)"
wrist_acc_rms,0.02300378523190353,ExtraTreesClassifier,"(2, 3, 12)"
trunk_acc_mad,0.022029368868966663,ExtraTreesClassifier,"(2, 3, 12)"
wrist_acc_perc25,0.02197341448294548,ExtraTreesClassifier,"(2, 3, 12)"
wrist_acc_med,0.02162769370965238,ExtraTreesClassifier,"(2, 3, 12)"
wrist_jerk_min,0.02086873614196585,ExtraTreesClassifier,"(2, 3, 12)"
wrist_jerk_rms,0.0205429621802496,ExtraTreesClassifier,"(2, 3, 12)"
wrist_jerk_med,0.020489723949256876,ExtraTreesClassifier,"(2, 3, 12)"
trunk_acc_min,0.020309530055434427,ExtraTreesClassifier,"(2, 3, 12)"
upperarm_acc_med,0.020294195897435148,ExtraTreesClassifier,"(2, 3, 12)"
upperarm_jerk_std,0.01990177511321239,ExtraTreesClassifier,"(2, 3, 12)"
trunk_jerk_med,0.019830108950353316,ExtraTreesClassifier,"(2, 3, 12)"
trunk_jerk_mean,0.019818380394297862,ExtraTreesClassifier,"(2, 3, 12)"
